S 1111
W 4052 8
R 4052 8
W 47942 8
R 47942 8
W 4398 30
R 4398 30
W 6930 16
R 6930 16
W 36210 21
R 36210 21
W 43915 21
R 43915 21
W 25923 14
R 25923 14
W 19662 21
R 19662 21
W 26821 22
R 26821 22
W 23373 4
R 23373 4
W 51535 8
R 51535 8
W 2150 19
R 2150 19
W 41523 2
R 41523 2
W 20042 16
R 20042 16
W 48561 4
R 48561 4
W 24432 10
R 24432 10
W 407 31
R 407 31
W 17419 22
R 17419 22
W 32168 22
R 32168 22
W 53233 29
R 53233 29
W 32318 19
R 32318 19
W 21774 2
R 21774 2
W 46739 2
R 46739 2
W 51628 19
R 51628 19
W 28834 31
R 28834 31
W 7319 6
R 7319 6
W 15189 26
R 15189 26
W 49840 30
R 49840 30
W 13290 2
R 13290 2
W 24565 10
R 24565 10
W 23655 26
R 23655 26
W 48929 10
R 48929 10
W 55836 3
R 55836 3
W 20676 19
R 20676 19
W 16970 5
R 16970 5
W 33503 2
R 33503 2
W 39985 2
R 39985 2
W 33803 22
R 33803 22
W 22985 24
R 22985 24
W 29214 24
R 29214 24
W 29360 28
R 29360 28
W 1116 27
R 1116 27
W 37811 17
R 37811 17
W 27534 13
R 27534 13
W 55302 5
R 55302 5
W 55609 19
R 55609 19
W 43753 8
R 43753 8
W 37484 21
R 37484 21
W 31623 26
R 31623 26
W 7369 30
R 7369 30
W 997 22
R 997 22
W 24155 20
R 24155 20
W 22421 2
R 22421 2
W 53980 24
R 53980 24
W 20509 16
R 20509 16
W 23498 10
R 23498 10
W 54191 12
R 54191 12
W 28882 1
R 28882 1
W 10035 28
R 10035 28
W 20224 11
R 20224 11
W 42980 2
R 42980 2
W 29608 27
R 29608 27
W 49300 23
R 49300 23
W 55250 15
R 55250 15
W 51525 24
R 51525 24
W 55789 14
R 55789 14
W 37956 10
R 37956 10
W 11585 4
R 11585 4
W 15022 7
R 15022 7
W 32057 29
R 32057 29
W 17687 9
R 17687 9
W 11672 1
R 11672 1
W 14634 10
R 14634 10
W 32810 15
R 32810 15
W 23244 9
R 23244 9
W 24472 2
R 24472 2
W 14180 18
R 14180 18
W 30078 16
R 30078 16
W 47444 13
R 47444 13
W 13331 24
R 13331 24
W 25068 8
R 25068 8
W 12228 15
R 12228 15
W 26185 4
R 26185 4
W 49675 24
R 49675 24
W 23843 11
R 23843 11
W 11203 30
R 11203 30
W 6215 28
R 6215 28
W 39681 6
R 39681 6
W 55239 28
R 55239 28
W 29136 9
R 29136 9
W 10838 9
R 10838 9
W 21827 14
R 21827 14
W 42152 5
R 42152 5
W 6578 1
R 6578 1
W 14354 23
R 14354 23
W 49302 18
R 49302 18
W 31686 27
R 31686 27
W 28719 12
R 28719 12
W 19807 14
R 19807 14
W 33544 7
R 33544 7
W 29054 22
R 29054 22
W 11453 10
R 11453 10
W 2087 2
R 2087 2
W 31544 21
R 31544 21
W 746 30
R 746 30
W 4737 31
R 4737 31
W 48752 4
R 48752 4
W 12026 28
R 12026 28
W 12934 6
R 12934 6
W 49428 19
R 49428 19
W 38513 17
R 38513 17
W 50327 25
R 50327 25
W 37380 2
R 37380 2
W 54344 9
R 54344 9
W 34561 8
R 34561 8
W 35302 6
R 35302 6
W 1563 16
R 1563 16
W 25157 14
R 25157 14
W 32354 25
R 32354 25
W 44593 10
R 44593 10
W 51845 26
R 51845 26
W 28300 25
R 28300 25
W 2168 19
R 2168 19
W 3085 30
R 3085 30
W 50738 16
R 50738 16
W 26007 18
R 26007 18
W 11980 21
R 11980 21
W 28379 11
R 28379 11
W 40692 13
R 40692 13
W 49205 4
R 49205 4
W 47731 29
R 47731 29
W 7797 14
R 7797 14
W 191 22
R 191 22
W 44754 27
R 44754 27
W 15928 23
R 15928 23
W 49261 5
R 49261 5
W 7606 11
R 7606 11
W 29107 12
R 29107 12
W 52351 15
R 52351 15
W 8493 17
R 8493 17
W 2786 26
R 2786 26
W 12116 27
R 12116 27
W 53490 10
R 53490 10
W 6784 3
R 6784 3
W 8531 22
R 8531 22
W 38364 7
R 38364 7
W 1232 14
R 1232 14
W 31830 28
R 31830 28
W 54539 11
R 54539 11
W 25776 17
R 25776 17
W 34859 23
R 34859 23
W 7169 17
R 7169 17
W 29718 16
R 29718 16
W 44048 24
R 44048 24
W 2932 3
R 2932 3
W 4934 25
R 4934 25
W 21505 8
R 21505 8
W 12294 9
R 12294 9
W 49355 25
R 49355 25
W 38106 5
R 38106 5
W 1339 16
R 1339 16
W 32229 29
R 32229 29
W 48903 26
R 48903 26
W 53147 28
R 53147 28
W 17763 13
R 17763 13
W 51030 3
R 51030 3
W 31081 29
R 31081 29
W 29553 2
R 29553 2
W 28939 9
R 28939 9
W 11797 9
R 11797 9
W 3263 30
R 3263 30
W 21206 6
R 21206 6
W 17398 19
R 17398 19
W 34228 20
R 34228 20
W 44386 22
R 44386 22
W 50912 22
R 50912 22
W 25924 2
R 25924 2
W 31913 28
R 31913 28
W 24321 10
R 24321 10
W 55389 28
R 55389 28
W 41103 2
R 41103 2
W 37363 22
R 37363 22
W 33546 13
R 33546 13
W 10104 9
R 10104 9
W 9446 14
R 9446 14
W 20629 2
R 20629 2
W 30440 17
R 30440 17
W 29285 18
R 29285 18
W 1608 15
R 1608 15
W 49056 14
R 49056 14
W 4775 28
R 4775 28
W 9800 6
R 9800 6
W 52038 20
R 52038 20
W 31798 22
R 31798 22
W 12085 22
R 12085 22
W 3755 17
R 3755 17
W 5191 15
R 5191 15
W 2493 20
R 2493 20
W 34307 27
R 34307 27
W 27495 17
R 27495 17
W 34498 12
R 34498 12
W 48270 18
R 48270 18
W 16232 19
R 16232 19
W 39049 31
R 39049 31
W 9997 6
R 9997 6
W 47450 5
R 47450 5
W 57002 13
R 57002 13
W 37280 27
R 37280 27
W 33427 6
R 33427 6
W 5175 27
R 5175 27
W 25195 2
R 25195 2
W 24973 16
R 24973 16
W 25474 16
R 25474 16
W 52740 7
R 52740 7
W 40063 1
R 40063 1
W 37999 17
R 37999 17
W 5480 6
R 5480 6
W 8427 7
R 8427 7
W 32753 3
R 32753 3
W 14976 24
R 14976 24
W 4511 15
R 4511 15
W 41140 9
R 41140 9
W 45949 31
R 45949 31
W 39482 28
R 39482 28
W 16427 19
R 16427 19
W 2009 29
R 2009 29
W 37204 2
R 37204 2
W 55625 31
R 55625 31
W 46256 17
R 46256 17
W 56924 25
R 56924 25
W 8377 28
R 8377 28
W 29808 25
R 29808 25
W 50120 9
R 50120 9
W 10994 24
R 10994 24
W 11985 2
R 11985 2
W 43705 18
R 43705 18
W 22862 6
R 22862 6
W 12473 11
R 12473 11
W 24001 26
R 24001 26
W 25308 8
R 25308 8
W 31077 26
R 31077 26
W 8323 29
R 8323 29
W 37916 16
R 37916 16
W 8080 9
R 8080 9
W 49434 2
R 49434 2
W 47612 14
R 47612 14
W 28855 8
R 28855 8
W 55285 26
R 55285 26
W 50121 3
R 50121 3
W 22585 24
R 22585 24
W 34907 29
R 34907 29
W 4874 19
R 4874 19
W 20063 31
R 20063 31
W 3700 4
R 3700 4
W 3767 1
R 3767 1
W 27150 2
R 27150 2
W 48135 11
R 48135 11
W 37589 19
R 37589 19
W 33886 23
R 33886 23
W 55536 26
R 55536 26
W 45137 27
R 45137 27
W 18251 19
R 18251 19
W 346 11
R 346 11
W 30088 14
R 30088 14
W 25129 29
R 25129 29
W 30653 16
R 30653 16
W 53428 11
R 53428 11
W 52269 25
R 52269 25
W 44682 27
R 44682 27
W 2868 31
R 2868 31
W 27634 5
R 27634 5
W 9565 21
R 9565 21
W 49108 27
R 49108 27
W 38941 9
R 38941 9
W 19096 31
R 19096 31
W 35242 11
R 35242 11
W 9210 6
R 9210 6
W 15346 24
R 15346 24
W 4150 7
R 4150 7
W 43639 24
R 43639 24
W 24380 7
R 24380 7
W 15587 25
R 15587 25
W 52475 6
R 52475 6
W 20227 25
R 20227 25
W 946 13
R 946 13
W 22727 26
R 22727 26
W 36730 19
R 36730 19
W 38814 28
R 38814 28
W 5720 18
R 5720 18
W 37760 31
R 37760 31
W 41160 3
R 41160 3
W 23514 10
R 23514 10
W 52768 2
R 52768 2
W 2583 20
R 2583 20
W 10567 4
R 10567 4
W 12470 8
R 12470 8
W 54979 16
R 54979 16
W 30835 25
R 30835 25
W 38570 15
R 38570 15
W 24389 19
R 24389 19
W 8623 6
R 8623 6
W 2560 8
R 2560 8
W 5681 24
R 5681 24
W 120 4
R 120 4
W 45401 5
R 45401 5
W 28026 27
R 28026 27
W 37155 11
R 37155 11
W 22245 14
R 22245 14
W 24865 4
R 24865 4
W 23961 18
R 23961 18
W 54667 10
R 54667 10
W 45804 17
R 45804 17
W 7145 22
R 7145 22
W 28686 14
R 28686 14
W 13015 23
R 13015 23
W 11503 29
R 11503 29
W 26463 11
R 26463 11
W 1455 19
R 1455 19
W 39054 5
R 39054 5
W 18970 11
R 18970 11
W 23072 23
R 23072 23
W 39945 15
R 39945 15
W 33001 8
R 33001 8
W 27270 10
R 27270 10
W 13291 25
R 13291 25
W 11379 16
R 11379 16
W 30319 17
R 30319 17
W 54725 27
R 54725 27
W 19136 6
R 19136 6
W 1259 9
R 1259 9
W 13606 5
R 13606 5
W 37405 23
R 37405 23
W 10441 6
R 10441 6
W 47639 16
R 47639 16
W 32244 25
R 32244 25
W 52031 16
R 52031 16
W 48070 28
R 48070 28
W 50007 15
R 50007 15
W 39479 22
R 39479 22
W 7865 12
R 7865 12
W 13820 16
R 13820 16
W 55192 16
R 55192 16
W 10893 24
R 10893 24
W 57027 5
R 57027 5
W 4913 15
R 4913 15
W 45796 22
R 45796 22
W 5512 16
R 5512 16
W 34014 1
R 34014 1
W 56525 16
R 56525 16
W 40873 27
R 40873 27
W 17190 7
R 17190 7
W 21205 23
R 21205 23
W 12849 5
R 12849 5
W 15259 6
R 15259 6
W 33801 28
R 33801 28
W 31370 8
R 31370 8
W 25986 12
R 25986 12
W 9841 10
R 9841 10
W 8064 30
R 8064 30
W 50524 27
R 50524 27
W 2275 26
R 2275 26
W 15114 28
R 15114 28
W 56641 25
R 56641 25
W 56510 26
R 56510 26
W 57053 8
R 57053 8
W 21712 17
R 21712 17
W 18256 28
R 18256 28
W 8432 18
R 8432 18
W 56786 12
R 56786 12
W 17897 25
R 17897 25
W 30432 8
R 30432 8
W 56289 15
R 56289 15
W 12949 20
R 12949 20
W 19569 17
R 19569 17
W 10120 6
R 10120 6
W 17608 24
R 17608 24
W 43533 26
R 43533 26
W 52951 5
R 52951 5
W 8122 12
R 8122 12
W 33117 27
R 33117 27
W 34813 17
R 34813 17
W 16538 1
R 16538 1
W 40402 16
R 40402 16
W 10446 12
R 10446 12
W 40470 7
R 40470 7
W 48512 29
R 48512 29
W 12074 2
R 12074 2
W 53593 26
R 53593 26
W 48052 5
R 48052 5
W 29653 1
R 29653 1
W 20376 22
R 20376 22
W 54184 6
R 54184 6
W 6255 11
R 6255 11
W 41204 1
R 41204 1
W 36373 6
R 36373 6
W 22208 7
R 22208 7
W 6270 4
R 6270 4
W 50527 30
R 50527 30
W 47333 22
R 47333 22
W 12789 11
R 12789 11
W 23780 12
R 23780 12
W 27634 6
R 27634 6
W 35030 19
R 35030 19
W 52685 30
R 52685 30
W 31509 9
R 31509 9
W 18375 29
R 18375 29
W 55872 21
R 55872 21
W 50259 11
R 50259 11
W 48623 10
R 48623 10
W 19161 19
R 19161 19
W 42904 5
R 42904 5
W 25110 1
R 25110 1
W 6389 27
R 6389 27
W 30310 24
R 30310 24
W 5538 7
R 5538 7
W 18646 9
R 18646 9
W 30672 8
R 30672 8
W 56980 29
R 56980 29
W 4627 9
R 4627 9
W 25906 13
R 25906 13
W 3588 21
R 3588 21
W 22486 14
R 22486 14
W 43113 10
R 43113 10
W 56053 7
R 56053 7
W 41328 1
R 41328 1
W 53852 29
R 53852 29
W 42856 14
R 42856 14
W 18718 10
R 18718 10
W 23527 27
R 23527 27
W 37432 23
R 37432 23
W 18400 31
R 18400 31
W 50191 18
R 50191 18
W 36822 9
R 36822 9
W 49239 28
R 49239 28
W 28420 4
R 28420 4
W 12049 1
R 12049 1
W 45699 17
R 45699 17
W 25934 4
R 25934 4
W 49936 2
R 49936 2
W 324 11
R 324 11
W 34321 1
R 34321 1
W 52616 3
R 52616 3
W 51218 3
R 51218 3
W 3543 20
R 3543 20
W 54827 8
R 54827 8
W 38274 26
R 38274 26
W 23325 6
R 23325 6
W 56763 11
R 56763 11
W 23604 23
R 23604 23
W 27868 26
R 27868 26
W 50076 16
R 50076 16
W 18497 19
R 18497 19
W 8917 4
R 8917 4
W 4363 23
R 4363 23
W 52690 27
R 52690 27
W 19046 1
R 19046 1
W 34287 6
R 34287 6
W 41310 5
R 41310 5
W 20117 10
R 20117 10
W 45562 31
R 45562 31
W 12101 30
R 12101 30
W 17099 24
R 17099 24
W 49421 4
R 49421 4
W 30038 15
R 30038 15
W 48794 10
R 48794 10
W 51322 18
R 51322 18
W 32288 2
R 32288 2
W 14422 22
R 14422 22
W 40523 23
R 40523 23
W 34524 6
R 34524 6
W 56241 10
R 56241 10
W 49153 10
R 49153 10
W 2353 6
R 2353 6
W 53154 21
R 53154 21
W 53397 3
R 53397 3
W 31879 31
R 31879 31
W 51481 12
R 51481 12
W 35388 5
R 35388 5
W 49114 24
R 49114 24
W 51048 7
R 51048 7
W 453 27
R 453 27
W 8362 21
R 8362 21
W 41117 27
R 41117 27
W 219 31
R 219 31
W 25186 19
R 25186 19
W 35590 4
R 35590 4
W 14586 9
R 14586 9
W 49075 12
R 49075 12
W 44135 23
R 44135 23
W 31218 26
R 31218 26
W 20722 17
R 20722 17
W 40150 25
R 40150 25
W 38349 12
R 38349 12
W 50225 9
R 50225 9
W 18085 15
R 18085 15
W 54299 3
R 54299 3
W 7035 7
R 7035 7
W 34895 5
R 34895 5
W 19910 30
R 19910 30
W 56065 21
R 56065 21
W 4322 5
R 4322 5
W 3643 14
R 3643 14
W 53519 30
R 53519 30
W 27656 24
R 27656 24
W 23876 20
R 23876 20
W 14962 14
R 14962 14
W 48244 5
R 48244 5
W 43073 30
R 43073 30
W 7770 31
R 7770 31
W 42984 18
R 42984 18
W 6156 21
R 6156 21
W 36201 22
R 36201 22
W 45257 8
R 45257 8
W 53152 30
R 53152 30
W 48868 26
R 48868 26
W 44727 20
R 44727 20
W 28841 5
R 28841 5
W 55715 10
R 55715 10
W 27360 24
R 27360 24
W 57134 22
R 57134 22
W 19365 13
R 19365 13
W 30298 15
R 30298 15
W 53480 6
R 53480 6
W 23131 2
R 23131 2
W 43790 20
R 43790 20
W 21570 18
R 21570 18
W 40519 4
R 40519 4
W 46753 3
R 46753 3
W 14181 30
R 14181 30
W 28063 14
R 28063 14
W 28900 13
R 28900 13
W 42511 20
R 42511 20
W 47432 31
R 47432 31
W 17222 20
R 17222 20
W 1373 25
R 1373 25
W 3149 2
R 3149 2
W 15381 8
R 15381 8
W 14621 21
R 14621 21
W 41283 28
R 41283 28
W 56384 16
R 56384 16
W 38332 6
R 38332 6
W 53099 21
R 53099 21
W 12847 6
R 12847 6
W 41748 15
R 41748 15
W 19535 20
R 19535 20
W 8157 21
R 8157 21
W 19722 25
R 19722 25
W 32448 16
R 32448 16
W 17823 3
R 17823 3
W 19068 16
R 19068 16
W 50299 9
R 50299 9
W 23551 30
R 23551 30
W 39281 30
R 39281 30
W 3469 27
R 3469 27
W 10389 8
R 10389 8
W 34566 5
R 34566 5
W 14929 9
R 14929 9
W 53845 17
R 53845 17
W 56447 13
R 56447 13
W 38420 13
R 38420 13
W 42526 23
R 42526 23
W 50689 30
R 50689 30
W 31709 6
R 31709 6
W 6523 9
R 6523 9
W 9928 15
R 9928 15
W 3193 1
R 3193 1
W 23233 6
R 23233 6
W 3027 6
R 3027 6
W 56725 15
R 56725 15
W 20199 27
R 20199 27
W 49966 10
R 49966 10
W 42107 30
R 42107 30
W 11360 21
R 11360 21
W 27135 29
R 27135 29
W 19515 10
R 19515 10
W 20909 31
R 20909 31
W 46596 7
R 46596 7
W 1409 15
R 1409 15
W 31855 8
R 31855 8
W 13150 16
R 13150 16
W 8948 14
R 8948 14
W 44666 10
R 44666 10
W 34896 12
R 34896 12
W 37352 20
R 37352 20
W 37806 14
R 37806 14
W 44047 13
R 44047 13
W 30397 10
R 30397 10
W 29788 5
R 29788 5
W 1883 22
R 1883 22
W 35836 29
R 35836 29
W 48751 7
R 48751 7
W 9711 28
R 9711 28
W 5463 20
R 5463 20
W 50773 19
R 50773 19
W 2670 1
R 2670 1
W 13566 13
R 13566 13
W 14731 17
R 14731 17
W 35608 29
R 35608 29
W 32198 5
R 32198 5
W 26560 21
R 26560 21
W 56783 29
R 56783 29
W 26705 8
R 26705 8
W 17498 12
R 17498 12
W 6058 4
R 6058 4
W 31496 10
R 31496 10
W 24396 29
R 24396 29
W 33104 25
R 33104 25
W 52715 25
R 52715 25
W 28844 30
R 28844 30
W 2159 4
R 2159 4
W 36340 12
R 36340 12
W 26749 9
R 26749 9
W 230 8
R 230 8
W 35163 25
R 35163 25
W 12437 19
R 12437 19
W 28705 27
R 28705 27
W 50411 14
R 50411 14
W 25329 19
R 25329 19
W 46367 11
R 46367 11
W 21755 23
R 21755 23
W 56899 20
R 56899 20
W 27039 2
R 27039 2
W 14722 10
R 14722 10
W 46651 22
R 46651 22
W 52171 4
R 52171 4
W 9545 3
R 9545 3
W 48152 10
R 48152 10
W 16703 10
R 16703 10
W 33115 13
R 33115 13
W 15275 26
R 15275 26
W 39863 13
R 39863 13
W 41045 11
R 41045 11
W 42047 20
R 42047 20
W 43496 18
R 43496 18
W 32226 19
R 32226 19
W 35207 18
R 35207 18
W 45866 26
R 45866 26
W 56249 15
R 56249 15
W 19121 12
R 19121 12
W 38619 9
R 38619 9
W 28831 28
R 28831 28
W 36923 27
R 36923 27
W 18923 18
R 18923 18
W 2485 19
R 2485 19
W 48150 4
R 48150 4
W 40247 27
R 40247 27
W 4398 1
R 4398 1
W 55407 8
R 55407 8
W 24787 2
R 24787 2
W 3788 17
R 3788 17
W 41274 31
R 41274 31
W 23259 22
R 23259 22
W 27514 19
R 27514 19
W 24849 26
R 24849 26
W 51336 6
R 51336 6
W 52391 8
R 52391 8
W 54289 9
R 54289 9
W 26078 6
R 26078 6
W 28253 4
R 28253 4
W 2372 22
R 2372 22
W 46325 1
R 46325 1
W 33344 20
R 33344 20
W 50184 17
R 50184 17
W 23440 18
R 23440 18
W 7431 19
R 7431 19
W 9104 3
R 9104 3
W 49840 2
R 49840 2
W 4774 8
R 4774 8
W 38143 25
R 38143 25
W 50261 15
R 50261 15
W 27556 31
R 27556 31
W 38575 30
R 38575 30
W 11743 21
R 11743 21
W 32178 30
R 32178 30
W 35874 21
R 35874 21
W 34480 28
R 34480 28
W 3442 31
R 3442 31
W 1850 21
R 1850 21
W 25504 9
R 25504 9
W 13909 1
R 13909 1
W 36135 7
R 36135 7
W 7914 12
R 7914 12
W 47185 22
R 47185 22
W 32258 24
R 32258 24
W 25928 19
R 25928 19
W 51928 11
R 51928 11
W 4948 25
R 4948 25
W 20641 22
R 20641 22
W 40470 9
R 40470 9
W 40304 4
R 40304 4
W 13642 4
R 13642 4
W 27471 17
R 27471 17
W 11536 13
R 11536 13
W 5174 19
R 5174 19
W 38227 12
R 38227 12
W 4441 15
R 4441 15
W 33905 19
R 33905 19
W 29267 23
R 29267 23
W 8659 13
R 8659 13
W 43538 22
R 43538 22
W 21165 18
R 21165 18
W 30727 14
R 30727 14
W 13939 8
R 13939 8
W 34613 24
R 34613 24
W 22269 18
R 22269 18
W 57025 9
R 57025 9
W 18629 24
R 18629 24
W 36612 24
R 36612 24
W 40089 29
R 40089 29
W 9863 23
R 9863 23
W 52678 27
R 52678 27
W 21607 24
R 21607 24
W 10275 29
R 10275 29
W 44793 20
R 44793 20
W 46864 27
R 46864 27
W 37138 6
R 37138 6
W 11766 7
R 11766 7
W 28607 21
R 28607 21
W 45506 19
R 45506 19
W 6386 25
R 6386 25
W 7066 4
R 7066 4
W 21767 24
R 21767 24
W 33219 24
R 33219 24
W 47670 27
R 47670 27
W 26437 24
R 26437 24
W 28745 28
R 28745 28
W 55453 22
R 55453 22
W 34626 28
R 34626 28
W 35691 3
R 35691 3
W 10934 26
R 10934 26
W 44871 22
R 44871 22
W 27704 7
R 27704 7
W 42210 15
R 42210 15
W 8615 9
R 8615 9
W 53997 7
R 53997 7
W 16228 2
R 16228 2
W 21069 1
R 21069 1
W 21223 4
R 21223 4
W 30838 5
R 30838 5
W 53869 13
R 53869 13
W 3546 16
R 3546 16
W 13511 11
R 13511 11
W 1894 29
R 1894 29
W 50999 21
R 50999 21
W 4677 21
R 4677 21
W 54604 24
R 54604 24
W 36278 9
R 36278 9
W 32457 6
R 32457 6
W 7549 24
R 7549 24
W 35133 20
R 35133 20
W 47882 13
R 47882 13
W 57073 8
R 57073 8
W 32012 9
R 32012 9
W 41319 3
R 41319 3
W 24310 8
R 24310 8
W 46397 6
R 46397 6
W 46730 22
R 46730 22
W 21320 25
R 21320 25
W 42510 21
R 42510 21
W 20674 14
R 20674 14
W 11374 23
R 11374 23
W 23007 14
R 23007 14
W 26516 2
R 26516 2
W 3261 20
R 3261 20
W 22809 1
R 22809 1
W 30075 23
R 30075 23
W 24219 22
R 24219 22
W 378 23
R 378 23
W 34373 5
R 34373 5
W 53545 10
R 53545 10
W 14006 4
R 14006 4
W 12813 31
R 12813 31
W 28779 28
R 28779 28
W 43825 10
R 43825 10
W 32725 1
R 32725 1
W 44748 20
R 44748 20
W 515 24
R 515 24
W 18024 18
R 18024 18
W 41299 20
R 41299 20
W 44712 15
R 44712 15
W 43295 9
R 43295 9
W 3727 28
R 3727 28
W 30863 31
R 30863 31
W 865 27
R 865 27
W 29419 8
R 29419 8
W 50193 13
R 50193 13
W 23280 17
R 23280 17
W 38625 3
R 38625 3
W 31603 30
R 31603 30
W 468 26
R 468 26
W 15879 30
R 15879 30
W 34700 17
R 34700 17
W 39243 16
R 39243 16
W 27041 12
R 27041 12
W 281 6
R 281 6
W 21771 19
R 21771 19
W 23660 30
R 23660 30
W 45554 8
R 45554 8
W 13220 29
R 13220 29
W 54224 31
R 54224 31
W 35293 3
R 35293 3
W 20528 16
R 20528 16
W 52735 20
R 52735 20
W 53289 30
R 53289 30
W 10533 28
R 10533 28
W 17596 14
R 17596 14
W 33438 6
R 33438 6
W 26422 11
R 26422 11
W 39485 30
R 39485 30
W 22153 19
R 22153 19
W 10528 14
R 10528 14
W 17807 15
R 17807 15
W 53039 19
R 53039 19
W 23175 6
R 23175 6
W 44245 21
R 44245 21
W 35171 19
R 35171 19
W 9785 13
R 9785 13
W 23424 11
R 23424 11
W 49318 19
R 49318 19
W 15788 14
R 15788 14
W 56744 30
R 56744 30
W 20727 3
R 20727 3
W 20144 21
R 20144 21
W 31792 19
R 31792 19
W 35076 1
R 35076 1
W 25668 18
R 25668 18
W 32334 11
R 32334 11
W 6064 22
R 6064 22
W 33108 18
R 33108 18
W 20561 10
R 20561 10
W 49295 28
R 49295 28
W 42204 28
R 42204 28
W 45897 29
R 45897 29
W 47874 5
R 47874 5
W 11270 11
R 11270 11
W 32186 26
R 32186 26
W 31510 7
R 31510 7
W 27125 8
R 27125 8
W 26334 10
R 26334 10
W 37556 10
R 37556 10
W 47327 31
R 47327 31
W 41478 21
R 41478 21
W 32971 25
R 32971 25
W 42154 3
R 42154 3
W 19437 3
R 19437 3
W 20553 16
R 20553 16
W 3761 8
R 3761 8
W 54086 5
R 54086 5
W 5505 16
R 5505 16
W 21993 19
R 21993 19
W 42742 22
R 42742 22
W 11062 30
R 11062 30
W 33364 10
R 33364 10
W 3026 19
R 3026 19
W 31569 28
R 31569 28
W 6420 24
R 6420 24
W 38270 23
R 38270 23
W 35677 1
R 35677 1
W 29904 19
R 29904 19
W 14441 24
R 14441 24
W 17667 12
R 17667 12
W 44346 17
R 44346 17
W 40407 17
R 40407 17
W 5550 21
R 5550 21
W 20168 25
R 20168 25
W 38112 22
R 38112 22
W 7994 17
R 7994 17
W 14282 7
R 14282 7
W 13634 22
R 13634 22
W 43712 8
R 43712 8
W 547 19
R 547 19
W 50371 10
R 50371 10
W 24302 12
R 24302 12
W 44523 21
R 44523 21
W 41000 9
R 41000 9
W 38012 18
R 38012 18
W 28422 17
R 28422 17
W 6368 5
R 6368 5
W 567 22
R 567 22
W 32822 30
R 32822 30
W 23078 29
R 23078 29
W 18110 26
R 18110 26
W 46381 3
R 46381 3
W 6895 5
R 6895 5
W 41509 24
R 41509 24
W 39683 9
R 39683 9
W 27012 12
R 27012 12
W 7147 19
R 7147 19
W 53223 25
R 53223 25
W 39985 18
R 39985 18
W 36907 18
R 36907 18
W 21819 22
R 21819 22
W 45667 6
R 45667 6
W 3087 1
R 3087 1
W 23721 17
R 23721 17
W 50586 9
R 50586 9
W 41307 14
R 41307 14
W 4144 24
R 4144 24
W 27360 3
R 27360 3
W 24825 9
R 24825 9
W 37070 4
R 37070 4
W 37199 2
R 37199 2
W 23491 30
R 23491 30
W 41669 1
R 41669 1
W 22288 25
R 22288 25
W 39866 23
R 39866 23
W 44963 20
R 44963 20
W 50797 11
R 50797 11
W 7952 5
R 7952 5
W 5793 19
R 5793 19
W 32449 9
R 32449 9
W 4745 30
R 4745 30
W 2195 26
R 2195 26
W 30373 4
R 30373 4
W 52696 14
R 52696 14
W 24697 19
R 24697 19
W 45979 24
R 45979 24
W 30969 28
R 30969 28
W 40706 7
R 40706 7
W 15113 12
R 15113 12
W 39604 11
R 39604 11
W 48462 8
R 48462 8
W 42937 14
R 42937 14
W 44126 22
R 44126 22
W 30263 28
R 30263 28
W 17028 5
R 17028 5
W 32570 29
R 32570 29
W 5397 22
R 5397 22
W 14279 21
R 14279 21
W 47936 18
R 47936 18
W 25433 4
R 25433 4
W 33862 17
R 33862 17
W 11650 23
R 11650 23
W 18002 16
R 18002 16
W 14590 6
R 14590 6
W 41624 25
R 41624 25
W 22560 25
R 22560 25
W 7690 12
R 7690 12
W 9122 17
R 9122 17
W 42659 21
R 42659 21
W 19815 6
R 19815 6
W 28370 13
R 28370 13
W 15925 25
R 15925 25
W 13422 25
R 13422 25
W 12193 26
R 12193 26
W 23451 15
R 23451 15
W 11113 12
R 11113 12
W 43502 20
R 43502 20
W 56610 9
R 56610 9
W 17776 27
R 17776 27
W 29085 26
R 29085 26
W 51667 27
R 51667 27
W 18415 19
R 18415 19
W 43414 25
R 43414 25
W 37446 5
R 37446 5
W 50538 13
R 50538 13
W 31073 6
R 31073 6
W 44111 11
R 44111 11
W 55331 24
R 55331 24
W 52626 13
R 52626 13
W 53357 11
R 53357 11
W 39615 11
R 39615 11
W 10512 21
R 10512 21
W 29889 20
R 29889 20
W 21743 1
R 21743 1
W 15442 7
R 15442 7
W 33338 31
R 33338 31
W 28745 14
R 28745 14
W 3588 4
R 3588 4
W 13754 15
R 13754 15
W 43545 19
R 43545 19
W 24568 16
R 24568 16
W 20321 15
R 20321 15
W 39697 23
R 39697 23
W 3334 26
R 3334 26
W 20298 20
R 20298 20
W 45522 24
R 45522 24
W 55625 22
R 55625 22
W 11959 26
R 11959 26
W 276 8
R 276 8
W 51260 20
R 51260 20
W 10802 19
R 10802 19
W 17292 13
R 17292 13
W 13472 30
R 13472 30
W 46171 4
R 46171 4
W 45531 22
R 45531 22
W 17792 7
R 17792 7
W 41455 14
R 41455 14
W 15899 28
R 15899 28
W 48230 25
R 48230 25
W 50597 4
R 50597 4
W 51348 24
R 51348 24
W 54714 9
R 54714 9
W 29273 7
R 29273 7
W 4072 19
R 4072 19
W 26648 25
R 26648 25
W 37075 26
R 37075 26
W 17051 22
R 17051 22
W 11462 7
R 11462 7
W 9712 20
R 9712 20
W 41367 31
R 41367 31
W 24469 29
R 24469 29
